"","","Channel","Watch time (mins)","Stream time (mins)","Peak viewers","Average viewers","Followers","Followers gained","Status","Mature","Language","URL"
"31","https://static-cdn.jtvnw.net/jtv_user_pictures/e85bf53e-8e0a-4a35-824d-d2958293c3a6-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Elajjaz","1336605045","151725","21695","8809","532700","37118","Partner","false","English","https://www.twitch.tv/elajjaz"
"32","https://static-cdn.jtvnw.net/jtv_user_pictures/35b02a12-d516-499e-90f8-7899f136fa18-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","riotgames","1309836330","26505","591778","49418","7358758","469385","Partner","false","English","https://www.twitch.tv/riotgames"
"33","https://static-cdn.jtvnw.net/jtv_user_pictures/8dcaf96d-68ee-4fc6-bfdc-fdfc564e134a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","LVNDMARK","1250445405","159990","83905","7815","1483913","127236","Partner","false","English","https://www.twitch.tv/lvndmark"
"34","https://static-cdn.jtvnw.net/jtv_user_pictures/6d306649-dd15-4db8-82d8-655694ba692f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","ImperialHal__","1222534470","126870","55047","9636","2097677","93805","Partner","false","English","https://www.twitch.tv/imperialhal__"
"35","https://static-cdn.jtvnw.net/jtv_user_pictures/c0a4ea0a-77ad-441e-b29f-d95463b7ef47-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","PGL","1204069440","29655","494300","40602","1978451","308494","Partner","false","English","https://www.twitch.tv/pgl"
"36","https://static-cdn.jtvnw.net/jtv_user_pictures/04c65db8-ef62-4fb5-8cff-09f0521de151-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Thebausffs","1200397095","90390","76490","13280","1613557","204649","Partner","false","English","https://www.twitch.tv/thebausffs"
"37","https://static-cdn.jtvnw.net/jtv_user_pictures/1a1ec480-ecc9-4272-bea5-de95476b4dfa-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","mira","1177550550","519915","7536","2264","808025","204292","Partner","false","English","https://www.twitch.tv/mira"
"38","https://static-cdn.jtvnw.net/jtv_user_pictures/a83b628d80bcbe4f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Agent00","1130958240","107130","56825","10556","3304244","808135","Partner","false","English","https://www.twitch.tv/agent00"
"39","https://static-cdn.jtvnw.net/jtv_user_pictures/148c3b8a-a78b-4139-a429-7d3d90ce8a27-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","CohhCarnage","1056426345","142185","30851","7429","1714648","62932","Partner","false","English","https://www.twitch.tv/cohhcarnage"
"40","https://static-cdn.jtvnw.net/jtv_user_pictures/3313f669-483c-4f60-bab4-c6e37bae2ecd-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","ESL_DOTA2","1045692525","509070","83120","2054","866271","68995","Partner","false","English","https://www.twitch.tv/esl_dota2"
"41","https://static-cdn.jtvnw.net/jtv_user_pictures/929b9591-07c5-4adb-adf0-5f0897332391-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Rainbow6","1042359900","103530","115133","10068","3249894","237774","Partner","false","English","https://www.twitch.tv/rainbow6"
"42","https://static-cdn.jtvnw.net/jtv_user_pictures/5efe32b5-32a1-43dc-805e-c63302f95bee-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","angryginge13","1030905615","104265","84126","9887","1586896","491709","Partner","false","English","https://www.twitch.tv/angryginge13"
"43","https://static-cdn.jtvnw.net/jtv_user_pictures/e4d9bf96-311d-487a-b5eb-9f9a94e0f795-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Nmplol","1016299380","55800","78611","18213","1201352","120744","Partner","false","English","https://www.twitch.tv/nmplol"
"44","https://static-cdn.jtvnw.net/jtv_user_pictures/c9f74581-c0e8-4638-8629-51dbfe401335-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Emiru","1015601250","55020","59087","18458","2116763","322951","Partner","false","English","https://www.twitch.tv/emiru"
"45","https://static-cdn.jtvnw.net/jtv_user_pictures/e086d0a4-781d-49d6-9732-2d8f9516f9c0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","s0mcs","1011593745","109365","30261","9249","1324442","227439","Partner","false","English","https://www.twitch.tv/s0mcs"
"46","https://static-cdn.jtvnw.net/jtv_user_pictures/maximilian_dood-profile_image-c6e12e1798861491-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Maximilian_DOOD","1006250355","105480","49930","9539","1361738","78086","Partner","false","English","https://www.twitch.tv/maximilian_dood"
"47","https://static-cdn.jtvnw.net/jtv_user_pictures/d0bd11ee-bd2e-4143-9171-b0b85875a94a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","LCK","1000727025","37995","206376","26338","2061479","165441","Partner","false","English","https://www.twitch.tv/lck"
"48","https://static-cdn.jtvnw.net/jtv_user_pictures/d5a4b94c-5f59-4136-9e00-3311b06fdc63-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","BLASTPremier","990310095","35355","243015","28010","2350285","135172","Partner","false","English","https://www.twitch.tv/blastpremier"
"49","https://static-cdn.jtvnw.net/jtv_user_pictures/b532ac95-4050-42cb-9d5d-9666a243654c-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","ow_esports","946832130","58305","63087","16239","2407779","196761","Partner","false","English","https://www.twitch.tv/ow_esports"
"50","https://static-cdn.jtvnw.net/jtv_user_pictures/c77578ad-30c0-47dd-b3a5-d0a51bc1a3ea-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Ramee","907401810","133065","26078","6819","594308","95233","Partner","false","English","https://www.twitch.tv/ramee"
