"","","Channel","Watch time (mins)","Stream time (mins)","Peak viewers","Average viewers","Followers","Followers gained","Status","Mature","Language","URL"
"1","https://static-cdn.jtvnw.net/jtv_user_pictures/574228be-01ef-4eab-bc0e-a4f6b68bedba-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","ibai","6622283580","81210","3351678","81545","19849963","3350413","Partner","false","Spanish","https://www.twitch.tv/ibai"
"2","https://static-cdn.jtvnw.net/jtv_user_pictures/f1ea7d5a-ab2c-4e91-bba5-3ce211adfc3b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","auronplay","6128539575","68340","457641","89677","17010016","3265720","Partner","false","Spanish","https://www.twitch.tv/auronplay"
"3","https://static-cdn.jtvnw.net/jtv_user_pictures/a2592e98-5ba6-4c9a-9d9e-cf036d6f64c2-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","Rubius","3553116465","99165","372079","35830","16429486","2655537","Partner","false","Spanish","https://www.twitch.tv/rubius"
"4","https://static-cdn.jtvnw.net/jtv_user_pictures/593b5641-c626-4ba4-ba49-11cb33f6c3e8-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","IlloJuan","3402955950","91770","172014","37081","4583146","1601110","Partner","false","Spanish","https://www.twitch.tv/illojuan"
"5","https://static-cdn.jtvnw.net/jtv_user_pictures/74586414-e27b-4347-89c5-109e42ac3e1d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","juansguarnizo","3175801020","103770","282341","30604","11674676","3383179","Partner","false","Spanish","https://www.twitch.tv/juansguarnizo"
"6","https://static-cdn.jtvnw.net/jtv_user_pictures/d4885242-febf-4a11-a42a-a0ad52474ee2-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","ElSpreen","2970998325","64200","188812","46277","9695161","3965503","Partner","false","Spanish","https://www.twitch.tv/elspreen"
"7","https://static-cdn.jtvnw.net/jtv_user_pictures/198c0fe9-cf41-4ef1-ad55-405c1e599f25-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","elxokas","2939897745","152805","1185959","19239","4405242","1673188","Partner","false","Spanish","https://www.twitch.tv/elxokas"
"8","https://static-cdn.jtvnw.net/jtv_user_pictures/0107210e-a98c-409d-92a6-1caf70bb3953-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","ElMariana","2368426200","61500","125423","38511","11004256","3367987","Partner","false","Spanish","https://www.twitch.tv/elmariana"
"9","https://static-cdn.jtvnw.net/jtv_user_pictures/bc9e7c87-c85a-45a6-9e45-0eb1e87eb47a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","TheGrefg","1895470995","88590","1066622","21396","12287099","1363864","Partner","false","Spanish","https://www.twitch.tv/thegrefg"
"10","https://static-cdn.jtvnw.net/jtv_user_pictures/lvpes-profile_image-b9a288b926641fe4-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","LVPes","1704014175","92730","127804","18375","1085937","199896","Community","false","Spanish","https://www.twitch.tv/lvpes"
"11","https://static-cdn.jtvnw.net/jtv_user_pictures/5b73f4b998324548-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","knekro","1158974790","144405","71244","8025","1289006","290320","Partner","false","Spanish","https://www.twitch.tv/knekro"
"12","https://static-cdn.jtvnw.net/jtv_user_pictures/770ffd55-c47a-4625-9158-595af4987a22-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","elded","826054605","127920","39941","6457","5685307","685106","Partner","false","Spanish","https://www.twitch.tv/elded"
"13","https://static-cdn.jtvnw.net/jtv_user_pictures/10e9e873-20c9-435f-9894-7689ff5d2b1a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","rivers_gg","770016405","71895","67309","10710","6869973","2150027","Partner","false","Spanish","https://www.twitch.tv/rivers_gg"
"14","https://static-cdn.jtvnw.net/jtv_user_pictures/49bdc39f-4b83-491b-8b99-8719ed8faca9-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","gerardromero","756175665","129210","146872","5852","749971","309616","Partner","false","Spanish","https://www.twitch.tv/gerardromero"
"15","https://static-cdn.jtvnw.net/jtv_user_pictures/9a21493a-b42c-42a1-956d-060108dc5ba5-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","WestCOL","693333300","43470","145907","15949","1565785","718255","Community","false","Spanish","https://www.twitch.tv/westcol"
"16","https://static-cdn.jtvnw.net/jtv_user_pictures/584cee47-98ca-49ea-b689-aab63c3b10d5-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","lolesportsla","680730240","36015","187411","18901","683967","119168","Community","false","Spanish","https://www.twitch.tv/lolesportsla"
"17","https://static-cdn.jtvnw.net/jtv_user_pictures/8350b608-46e2-4b84-a6d6-53c1184acaed-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","davooxeneize","628122165","86430","44052","7267","1859101","628060","Partner","false","Spanish","https://www.twitch.tv/davooxeneize"
"18","https://static-cdn.jtvnw.net/jtv_user_pictures/78528288-6216-4e21-872b-7f415b602a9a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","alexelcapo","627291915","70020","86940","8958","1097619","121181","Partner","false","Spanish","https://www.twitch.tv/alexelcapo"
"19","https://static-cdn.jtvnw.net/jtv_user_pictures/b64f8a6d-64b9-4b36-b0ba-e2c9ba103574-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Robleis","607633425","74235","82090","8185","5900036","1750206","Partner","false","Spanish","https://www.twitch.tv/robleis"
"20","https://static-cdn.jtvnw.net/jtv_user_pictures/6dd5bc1f-b226-494d-a3ff-6bba55f1ab24-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","ALKAPONE","597882930","125970","17885","4746","1156100","93326","Partner","false","Spanish","https://www.twitch.tv/alkapone"
"21","https://static-cdn.jtvnw.net/jtv_user_pictures/53765267-5c52-456d-a20d-069f656ec2bb-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","aXoZer","575391510","112725","522452","5104","2948217","1198166","Partner","false","Spanish","https://www.twitch.tv/axozer"
"22","https://static-cdn.jtvnw.net/jtv_user_pictures/ecdaaa4a-bf6d-4126-9c81-707a60b681c1-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","HITBOXKING","573929565","158970","36918","3610","591815","233107","Partner","false","Spanish","https://www.twitch.tv/hitboxking"
"23","https://static-cdn.jtvnw.net/jtv_user_pictures/0fc464e5-810f-4995-8319-a3f48599f2f4-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Carreraaa","559356870","45465","43252","12303","4954767","1897133","Partner","false","Spanish","https://www.twitch.tv/carreraaa"
