"","","Channel","Watch time (mins)","Stream time (mins)","Peak viewers","Average viewers","Followers","Followers gained","Status","Mature","Language","URL"
"22","https://static-cdn.jtvnw.net/jtv_user_pictures/f04d2a14-8d63-4cd5-a469-7ec2cd6e5ce3-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","tarik","1556039160","94500","104971","16465","3313124","71159","Partner","false","English","https://www.twitch.tv/tarik"
"23","https://static-cdn.jtvnw.net/jtv_user_pictures/2f5addde-fd0d-4a10-82a9-ea91ebb17f8d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Quin69","1529110140","173115","39204","8832","950819","58148","Partner","false","English","https://www.twitch.tv/quin69"
"24","https://static-cdn.jtvnw.net/jtv_user_pictures/a83b628d80bcbe4f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Agent00","1504290000","108795","99323","13826","3304244","1043279","Partner","false","English","https://www.twitch.tv/agent00"
"25","https://static-cdn.jtvnw.net/jtv_user_pictures/c9f74581-c0e8-4638-8629-51dbfe401335-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Emiru","1436448405","75420","60629","19046","2116763","301532","Partner","false","English","https://www.twitch.tv/emiru"
"26","https://static-cdn.jtvnw.net/jtv_user_pictures/fc7b15b2-e400-4e74-8c8b-2ad3725e5770-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","sodapoppin","1357473270","99555","149178","13635","8966121","38330","Partner","false","English","https://www.twitch.tv/sodapoppin"
"27","https://static-cdn.jtvnw.net/jtv_user_pictures/3973e918fe7cc8c8-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","MOONMOON","1355495235","120045","22260","11291","1183323","2625","Partner","false","English","https://www.twitch.tv/moonmoon"
"28","https://static-cdn.jtvnw.net/jtv_user_pictures/7dcd89d5-6700-4b05-b9c9-c7dac61c32db-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","TimTheTatman","1314719295","101280","206202","12981","7612246","555430","Partner","false","English","https://www.twitch.tv/timthetatman"
"29","https://static-cdn.jtvnw.net/jtv_user_pictures/b3fc1f16-0818-4121-8711-c31b9469bc21-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","GamesDoneQuick","1267815855","292770","90578","4330","2071075","28853","Partner","false","English","https://www.twitch.tv/gamesdonequick"
"30","https://static-cdn.jtvnw.net/jtv_user_pictures/e85bf53e-8e0a-4a35-824d-d2958293c3a6-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Elajjaz","1257374130","155025","24097","8110","532700","19752","Partner","false","English","https://www.twitch.tv/elajjaz"
"31","https://static-cdn.jtvnw.net/jtv_user_pictures/3799fbb2-e701-4ae9-9a48-48214d31579b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Adapt","1187066295","121470","88988","9772","1490555","802111","Partner","false","English","https://www.twitch.tv/adapt"
"32","https://static-cdn.jtvnw.net/jtv_user_pictures/04c65db8-ef62-4fb5-8cff-09f0521de151-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Thebausffs","1174264845","90330","48905","12999","1613557","189173","Partner","false","English","https://www.twitch.tv/thebausffs"
"33","https://static-cdn.jtvnw.net/jtv_user_pictures/c2aca19b-b318-4398-99a5-fb6a597536fd-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","ironmouse","1154560905","145545","30707","7932","2435431","172998","Partner","false","English","https://www.twitch.tv/ironmouse"
"34","https://static-cdn.jtvnw.net/jtv_user_pictures/be4e8251-2cd7-453c-8a83-41412cfa48dc-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Lord_Kebun","1101629610","120885","17862","9113","708949","19264","Partner","false","English","https://www.twitch.tv/lord_kebun"
"35","https://static-cdn.jtvnw.net/jtv_user_pictures/pikabooirl-profile_image-05cde7918d476f0b-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","Pikabooirl","1067722770","180735","48609","5907","641802","132062","Partner","false","English","https://www.twitch.tv/pikabooirl"
