"","","Channel","Watch time (mins)","Stream time (mins)","Peak viewers","Average viewers","Followers","Followers gained","Views gained","Status","Mature","Language","URL"
"31","https://static-cdn.jtvnw.net/jtv_user_pictures/5620fe1e-c3c6-4489-9fe2-6b48a0fb09e4-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","AriGameplays","88006140","34095","16361","2580","7143568","495735","4652685","Partner","false","Spanish","https://www.twitch.tv/arigameplays"
"32","https://static-cdn.jtvnw.net/jtv_user_pictures/cb7f308c-9824-49ed-a236-105a367a2993-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","grafo","87338880","69090","6554","1263","584831","60306","3066272","Partner","false","Spanish","https://www.twitch.tv/grafo"
"33","https://static-cdn.jtvnw.net/jtv_user_pictures/d264f3ae-802b-4af7-8d62-5e458d394ccd-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","VeteALaVersh_dkco","83581290","349575","12294","238","1138392","206122","14098942","Partner","false","Spanish","https://www.twitch.tv/vetealaversh_dkco"
"34","https://static-cdn.jtvnw.net/jtv_user_pictures/20d2192a-1bc7-4859-9918-99df3f7100b4-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","AKAWonder","82093785","121035","5110","677","116257","22721","8989659","Partner","false","Spanish","https://www.twitch.tv/akawonder"
"35","https://static-cdn.jtvnw.net/jtv_user_pictures/84415b73-dab6-4292-99d2-50477b06cce9-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","RedRoyaleStream","76909800","159285","17713","482","269950","135960","2860260","Partner","false","Spanish","https://www.twitch.tv/redroyalestream"
"36","https://static-cdn.jtvnw.net/jtv_user_pictures/lvpes2-profile_image-e382e0e4834c1e29-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","LVPes2","73289220","46125","11860","1588","487385","27071","12008822","Community","false","Spanish","https://www.twitch.tv/lvpes2"
"37","https://static-cdn.jtvnw.net/jtv_user_pictures/ffef31ae-20b7-44d5-9e82-5a68861f8696-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","pepiichatting","72616350","68580","8076","1058","144559","17087","1999091","Partner","true","Spanish","https://www.twitch.tv/pepiichatting"
"38","https://static-cdn.jtvnw.net/jtv_user_pictures/d1714f39-3b66-4801-b3f2-a29b93c2cbff-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","SoyPan","71356740","98205","4062","726","1116355","89296","1484299","Partner","false","Spanish","https://www.twitch.tv/soypan"
"39","https://static-cdn.jtvnw.net/jtv_user_pictures/198c0fe9-cf41-4ef1-ad55-405c1e599f25-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","elxokas","71267280","57000","7435","1249","4405242","23703","2676571","Partner","false","Spanish","https://www.twitch.tv/elxokas"
"40","https://static-cdn.jtvnw.net/jtv_user_pictures/f6bd8ccb-f810-4f55-9925-86ce8f2ba619-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","SNEUX","67968075","62760","10716","1082","355418","45187","1659951","Partner","false","Spanish","https://www.twitch.tv/sneux"
"41","https://static-cdn.jtvnw.net/jtv_user_pictures/a580d302-a97b-4e06-8990-e2dd87447488-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","LuchaLibreAAA","65572140","522045","40714","125","97617","33139","7162687","Partner","false","Spanish","https://www.twitch.tv/luchalibreaaa"
"42","https://static-cdn.jtvnw.net/jtv_user_pictures/e106bff9-404a-4815-9f98-b38d9307e419-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Paxelol","65051730","92130","3300","705","37082","13572","1340753","Partner","false","Spanish","https://www.twitch.tv/paxelol"
"43","https://static-cdn.jtvnw.net/jtv_user_pictures/d11dfcd5-ecc3-4aeb-aa74-b457271e89b6-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","wingz","63667275","95715","3940","664","95892","16326","1377506","Partner","false","Spanish","https://www.twitch.tv/wingz"
"44","https://static-cdn.jtvnw.net/jtv_user_pictures/brakal-profile_image-9abada8ce5b9bafb-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","Brakal","63438030","166725","1899","380","47612","13969","2000636","Partner","true","Spanish","https://www.twitch.tv/brakal"
"45","https://static-cdn.jtvnw.net/jtv_user_pictures/3b8cca40-f534-4cf9-9109-a1f258f30ddf-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Zeling","63053130","54870","5915","1148","628393","49139","4126531","Partner","false","Spanish","https://www.twitch.tv/zeling"
"46","https://static-cdn.jtvnw.net/jtv_user_pictures/f71771c0-e21b-41fd-bc8e-4b280cbd9fc3-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","ElOjoNinja","62965590","68775","5005","915","542018","78752","2294120","Partner","false","Spanish","https://www.twitch.tv/elojoninja"
"47","https://static-cdn.jtvnw.net/jtv_user_pictures/1492be9d-9cfa-400c-8e9c-f5170db22c2f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","ryux","62014275","98100","5818","631","813907","113206","2148801","Partner","false","Spanish","https://www.twitch.tv/ryux"
"48","https://static-cdn.jtvnw.net/jtv_user_pictures/xodalive-profile_image-6a69bdc654387be5-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","XodaLive","59622810","50715","5147","1175","190278","19751","1435358","Partner","false","Spanish","https://www.twitch.tv/xodalive"
"49","https://static-cdn.jtvnw.net/jtv_user_pictures/788f6fed-0d18-4975-8dce-afd1f228d2e7-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","Fernanfloo","59295120","36675","20023","1616","3308642","524836","2884977","Partner","false","Spanish","https://www.twitch.tv/fernanfloo"
"50","https://static-cdn.jtvnw.net/jtv_user_pictures/d47cdbb7-4cde-435d-a1df-b373b46472da-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","iamdiamond","58739445","99345","3247","590","75437","24956","2396741","Partner","false","Spanish","https://www.twitch.tv/iamdiamond"
