"","","Channel","Watch time (mins)","Stream time (mins)","Peak viewers","Average viewers","Followers","Followers gained","Status","Mature","Language","URL"
"1","https://static-cdn.jtvnw.net/jtv_user_pictures/574228be-01ef-4eab-bc0e-a4f6b68bedba-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","ibai","4030606980","28830","9189762","139806","19849963","2573244","Partner","false","Spanish","https://www.twitch.tv/ibai"
"2","https://static-cdn.jtvnw.net/jtv_user_pictures/a2592e98-5ba6-4c9a-9d9e-cf036d6f64c2-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","Rubius","1645107645","72780","206194","22604","16429486","506920","Partner","false","Spanish","https://www.twitch.tv/rubius"
"3","https://static-cdn.jtvnw.net/jtv_user_pictures/5b73f4b998324548-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","knekro","1632743775","140085","145054","11655","1289006","92478","Partner","false","Spanish","https://www.twitch.tv/knekro"
"4","https://static-cdn.jtvnw.net/jtv_user_pictures/593b5641-c626-4ba4-ba49-11cb33f6c3e8-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","IlloJuan","1309293345","45195","84789","28969","4583146","237497","Partner","false","Spanish","https://www.twitch.tv/illojuan"
"5","https://static-cdn.jtvnw.net/jtv_user_pictures/6d3b4513-6824-4912-848c-dc046ee262ad-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Mixwell","1024060635","124725","55114","8210","1276053","60321","Partner","false","Spanish","https://www.twitch.tv/mixwell"
"6","https://static-cdn.jtvnw.net/jtv_user_pictures/198c0fe9-cf41-4ef1-ad55-405c1e599f25-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","elxokas","778870350","66900","58713","11642","4405242","164112","Partner","false","Spanish","https://www.twitch.tv/elxokas"
"7","https://static-cdn.jtvnw.net/jtv_user_pictures/f1ea7d5a-ab2c-4e91-bba5-3ce211adfc3b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","auronplay","660347070","27360","185524","24135","17010016","280981","Partner","false","Spanish","https://www.twitch.tv/auronplay"
"8","https://static-cdn.jtvnw.net/jtv_user_pictures/3028ed95-b681-4f89-92b5-1c383d95acf3-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","DjMaRiiO","578759205","68190","58806","8487","2039609","236257","Partner","false","Spanish","https://www.twitch.tv/djmariio"
"9","https://static-cdn.jtvnw.net/jtv_user_pictures/0107210e-a98c-409d-92a6-1caf70bb3953-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","ElMariana","554753475","40875","58228","13572","11004256","556834","Partner","false","Spanish","https://www.twitch.tv/elmariana"
"10","https://static-cdn.jtvnw.net/jtv_user_pictures/74586414-e27b-4347-89c5-109e42ac3e1d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","juansguarnizo","527208900","70095","124186","7521","11674676","149466","Partner","false","Spanish","https://www.twitch.tv/juansguarnizo"
"11","https://static-cdn.jtvnw.net/jtv_user_pictures/8fc15854-004c-49e3-80d2-c036ae0c0ae9-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","MartinCirioOk","491723910","34620","53188","14203","584028","241598","Partner","false","Spanish","https://www.twitch.tv/martinciriook"
"12","https://static-cdn.jtvnw.net/jtv_user_pictures/49bdc39f-4b83-491b-8b99-8719ed8faca9-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","gerardromero","469139490","94425","21211","4968","749971","11255","Partner","false","Spanish","https://www.twitch.tv/gerardromero"
"13","https://static-cdn.jtvnw.net/jtv_user_pictures/c6e828c6-5427-4d82-8263-dc2467b3b492-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100","AgustinUnaplay8","392782200","71400","17662","5501","365494","46521","Partner","false","Spanish","https://www.twitch.tv/agustinunaplay8"
"14","https://static-cdn.jtvnw.net/jtv_user_pictures/f115fd78-7ed3-4e81-b907-23cc2e54917d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","REVENANT","381203100","114300","10513","3335","503106","14551","Partner","false","Spanish","https://www.twitch.tv/revenant"
"15","https://static-cdn.jtvnw.net/jtv_user_pictures/folagorlives-profile_image-2456af9afdbefda3-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","FolagorLives","345726375","81660","35836","4233","1761342","93479","Partner","false","Spanish","https://www.twitch.tv/folagorlives"
"16","https://static-cdn.jtvnw.net/jtv_user_pictures/f01671f9-b022-42eb-9be1-9756a9e17bb8-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Nissaxter","345230010","104805","8571","3294","857468","24571","Partner","false","Spanish","https://www.twitch.tv/nissaxter"
"17","https://static-cdn.jtvnw.net/jtv_user_pictures/4b2a8e19-7dd9-46bd-9a01-0bb40aae852c-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","aldo_geo","334846410","113310","59887","2955","2149076","80079","Partner","false","Spanish","https://www.twitch.tv/aldo_geo"
"18","https://static-cdn.jtvnw.net/jtv_user_pictures/c157ed0d-1623-444f-8879-77ae4555684a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Peereira7","329435505","107295","145627","3070","1528608","158612","Partner","false","Spanish","https://www.twitch.tv/peereira7"
"19","https://static-cdn.jtvnw.net/jtv_user_pictures/78528288-6216-4e21-872b-7f415b602a9a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","alexelcapo","327395340","73245","50204","4469","1097619","15714","Partner","false","Spanish","https://www.twitch.tv/alexelcapo"
"20","https://static-cdn.jtvnw.net/jtv_user_pictures/893223e8-daee-438a-9e57-0b62becbcc64-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","ReventXz","322672635","148395","21807","2174","940713","11411","Partner","false","Spanish","https://www.twitch.tv/reventxz"
"21","https://static-cdn.jtvnw.net/jtv_user_pictures/3227ad0b-9efe-49bd-bda9-88f683050a05-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","BaityBait","322202265","64590","45771","4988","521331","109146","Partner","false","Spanish","https://www.twitch.tv/baitybait"
"22","https://static-cdn.jtvnw.net/jtv_user_pictures/881bf9b5-a6bb-419a-950a-b15a36e0dd0e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","kingsleague","312438375","25485","68090","12259","3279516","40631","Partner","false","Spanish","https://www.twitch.tv/kingsleague"
"23","https://static-cdn.jtvnw.net/jtv_user_pictures/a9adcd50-eee5-45a6-958e-7ba55d8b485e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","telefe","310765260","114105","23573","2723","611935","27347","Partner","false","Spanish","https://www.twitch.tv/telefe"
"24","https://static-cdn.jtvnw.net/jtv_user_pictures/10e9e873-20c9-435f-9894-7689ff5d2b1a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","rivers_gg","306801000","44115","252704","6954","6869973","269306","Partner","false","Spanish","https://www.twitch.tv/rivers_gg"
"25","https://static-cdn.jtvnw.net/jtv_user_pictures/770ffd55-c47a-4625-9158-595af4987a22-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","elded","302355015","107415","38601","2814","5685307","24089","Partner","false","Spanish","https://www.twitch.tv/elded"
"26","https://static-cdn.jtvnw.net/jtv_user_pictures/17b5fad5-d398-4347-9f19-8f0d2814fb5e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","CrystalMolly","299871855","87420","53609","3430","1082403","98771","Partner","false","Spanish","https://www.twitch.tv/crystalmolly"
"27","https://static-cdn.jtvnw.net/jtv_user_pictures/12e13232-fdcd-4e75-88d3-f73682a03e24-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","DessT3","285830280","72930","10064","3919","617790","21495","Partner","false","Spanish","https://www.twitch.tv/desst3"
"28","https://static-cdn.jtvnw.net/jtv_user_pictures/f6d3389c-8366-40c2-9ba4-0ba186b8a463-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","SergioFFerra","283049685","109950","22399","2574","205088","-61826","Partner","false","Spanish","https://www.twitch.tv/sergiofferra"
"29","https://static-cdn.jtvnw.net/jtv_user_pictures/6db1417f-99a5-4fc3-9ead-55f3a0152e63-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","deusamir","250317210","88260","21437","2836","413214","78190","Partner","false","Spanish","https://www.twitch.tv/deusamir"
"30","https://static-cdn.jtvnw.net/jtv_user_pictures/d5c54a3f-c2c4-4895-b8c2-f2444a92a7c9-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","BAXBEAST","249672480","170115","10941","1467","169503","25667","Partner","false","Spanish","https://www.twitch.tv/baxbeast"
"31","https://static-cdn.jtvnw.net/jtv_user_pictures/75d0153d-7a06-4c3b-9010-d7e16dee5846-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","forg1","248033250","140790","17777","1761","252853","20913","Partner","false","Spanish","https://www.twitch.tv/forg1"
"32","https://static-cdn.jtvnw.net/jtv_user_pictures/bc611fee-905a-4ef0-b83e-83cac7f2a2c0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Agustabell212","243973785","81600","27372","2989","288086","14697","Partner","false","Spanish","https://www.twitch.tv/agustabell212"
"33","https://static-cdn.jtvnw.net/jtv_user_pictures/791ac228-58c4-4700-beed-86e48132d554-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Carola","233733015","98385","14933","2375","1866806","50310","Partner","false","Spanish","https://www.twitch.tv/carola"
"34","https://static-cdn.jtvnw.net/jtv_user_pictures/f60c6c51-82fa-4b52-ba1a-1edba79d33bc-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","M2cG","233146155","158130","14467","1474","73367","21618","Partner","false","Spanish","https://www.twitch.tv/m2cg"
"35","https://static-cdn.jtvnw.net/jtv_user_pictures/6dd5bc1f-b226-494d-a3ff-6bba55f1ab24-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","ALKAPONE","227522640","105510","12131","2156","1156100","2035","Partner","false","Spanish","https://www.twitch.tv/alkapone"
"36","https://static-cdn.jtvnw.net/jtv_user_pictures/cbc1b57b-1a0e-49f4-bb56-0829732b41f7-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","StarWraith","224884815","130425","23875","1724","397284","44717","Partner","false","Spanish","https://www.twitch.tv/starwraith"
"37","https://static-cdn.jtvnw.net/jtv_user_pictures/789fd7f1-40cf-4f26-8c12-1cc66349ebe7-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","ElAbrahaham","222191010","64950","28638","3421","1701869","742138","Partner","false","Spanish","https://www.twitch.tv/elabrahaham"
"38","https://static-cdn.jtvnw.net/jtv_user_pictures/948b3cd3-05e8-4860-8d3f-20f8e7288a7d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","ElChiringuitoTV","220610505","156330","22864","1411","1076658","36943","Partner","false","Spanish","https://www.twitch.tv/elchiringuitotv"
"39","https://static-cdn.jtvnw.net/jtv_user_pictures/08dad3e1-b4f5-48bf-8498-f920efbefdbf-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Nexxuz","219582660","71070","7219","3089","447961","46652","Partner","false","Spanish","https://www.twitch.tv/nexxuz"
