"","","Channel","Watch time (mins)","Stream time (mins)","Peak viewers","Average viewers","Followers","Followers gained","Views gained","Status","Mature","Language","URL"
"12","https://static-cdn.jtvnw.net/jtv_user_pictures/bde8aaf5-35d4-4503-9797-842401da900f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Ludwig","3403334985","121200","201268","28080","3651851","1851104","73276448","Partner","false","English","https://www.twitch.tv/ludwig"
"13","https://static-cdn.jtvnw.net/jtv_user_pictures/a28b0d37-81d0-415a-8ed8-1a1f998ea26d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Fextralife","3340547250","173925","158719","19206","1600214","384784","580477074","Partner","false","English","https://www.twitch.tv/fextralife"
"14","https://static-cdn.jtvnw.net/jtv_user_pictures/1f47965f-7961-4b64-ad6f-71808d7d7fe9-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Trainwreckstv","3272153955","153795","77207","21275","2241071","544482","42630880","Partner","true","English","https://www.twitch.tv/trainwreckstv"
"15","https://static-cdn.jtvnw.net/jtv_user_pictures/10c197cb-295f-4d40-8a6c-26a0a5da22ee-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","AdinRoss","3147516030","61860","254923","50881","7027192","4763772","38706901","Partner","false","English","https://www.twitch.tv/adinross"
"16","https://static-cdn.jtvnw.net/jtv_user_pictures/c02fd1f5-a521-4649-982b-e86f6f10bc23-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","buddha","3020676705","198270","68818","15235","871919","445784","40432875","Partner","true","English","https://www.twitch.tv/buddha"
"17","https://static-cdn.jtvnw.net/jtv_user_pictures/38bcb747-1d2e-42c0-ad59-6f11fa5e8c86-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","RocketLeague","2974523670","45990","205975","64677","4852987","1145922","116443269","Partner","false","English","https://www.twitch.tv/rocketleague"
"18","https://static-cdn.jtvnw.net/jtv_user_pictures/fc7b15b2-e400-4e74-8c8b-2ad3725e5770-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","sodapoppin","2962538655","141030","86872","21006","8966121","-2809445","42823108","Partner","false","English","https://www.twitch.tv/sodapoppin"
"19","https://static-cdn.jtvnw.net/jtv_user_pictures/0b0601ac-1ec9-4d63-89a4-f8d3d14e6e78-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Mizkif","2789687835","103665","191849","26910","2156606","786122","49876012","Partner","false","English","https://www.twitch.tv/mizkif"
"20","https://static-cdn.jtvnw.net/jtv_user_pictures/8dcaf96d-68ee-4fc6-bfdc-fdfc564e134a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","LVNDMARK","2761946745","213105","142160","12960","1483913","386098","35297332","Partner","false","English","https://www.twitch.tv/lvndmark"
"21","https://static-cdn.jtvnw.net/jtv_user_pictures/asmongold-profile_image-f7ddcbd0332f5d28-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Asmongold","2699178570","49755","213209","54249","3430784","514168","42767204","Partner","false","English","https://www.twitch.tv/asmongold"
"22","https://static-cdn.jtvnw.net/jtv_user_pictures/34c5c8da-19b6-47b2-85ba-cc7ae87f1413-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","VALORANT","2654402250","108615","344755","24438","4866540","1924980","92029947","Partner","false","English","https://www.twitch.tv/valorant"
"23","https://static-cdn.jtvnw.net/jtv_user_pictures/38e925fc-0b07-4e1e-82e2-6639e01344f3-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","LIRIK","2575063920","119025","85145","21634","2996817","148773","39427076","Partner","false","English","https://www.twitch.tv/lirik"
"24","https://static-cdn.jtvnw.net/jtv_user_pictures/7dcd89d5-6700-4b05-b9c9-c7dac61c32db-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","TimTheTatman","2549929275","69660","152188","36605","7612246","1069261","38011211","Partner","false","English","https://www.twitch.tv/timthetatman"
"25","https://static-cdn.jtvnw.net/jtv_user_pictures/929b9591-07c5-4adb-adf0-5f0897332391-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Rainbow6","2454690000","79800","133159","30760","3249894","557368","41837411","Partner","false","English","https://www.twitch.tv/rainbow6"
"26","https://static-cdn.jtvnw.net/jtv_user_pictures/7f349bf3-ada7-4486-a0f1-a6e055b68fca-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","AMOURANTH","2326154430","237780","33925","9782","6057576","3003574","200846725","Partner","false","English","https://www.twitch.tv/amouranth"
"27","https://static-cdn.jtvnw.net/jtv_user_pictures/b470b382-2bd7-489f-9755-1af47d0b0f6f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","LEC","2308908945","49860","381750","46307","2109683","461426","40792574","Partner","false","English","https://www.twitch.tv/lec"
"28","https://static-cdn.jtvnw.net/jtv_user_pictures/8f89b1cc-4c97-4e2b-a6d8-b288f3963bc5-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Castro_1021","2249650815","90735","163910","24793","3716579","651492","27424211","Partner","false","English","https://www.twitch.tv/castro_1021"
"29","https://static-cdn.jtvnw.net/jtv_user_pictures/2f5addde-fd0d-4a10-82a9-ea91ebb17f8d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Quin69","2171236395","186855","44153","11620","950819","67579","25007062","Partner","false","English","https://www.twitch.tv/quin69"
"30","https://static-cdn.jtvnw.net/jtv_user_pictures/3c3396bb-67d9-480c-95e5-2970a1f2aed4-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","LCS","2078664720","67335","213131","30870","1967330","379375","41281104","Partner","false","English","https://www.twitch.tv/lcs"
"31","https://static-cdn.jtvnw.net/jtv_user_pictures/905af69a-4fd8-42c7-b842-bf4ee4d51b3b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Tubbo","2028346665","37440","342198","54175","5233697","3101269","43777796","Partner","false","English","https://www.twitch.tv/tubbo"
"32","https://static-cdn.jtvnw.net/jtv_user_pictures/6d306649-dd15-4db8-82d8-655694ba692f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","ImperialHal__","2021907555","123285","82578","16400","2097677","739598","38097765","Partner","false","English","https://www.twitch.tv/imperialhal__"
"33","https://static-cdn.jtvnw.net/jtv_user_pictures/3973e918fe7cc8c8-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","MOONMOON","1980879150","116265","43512","17037","1183323","89562","16358520","Partner","false","English","https://www.twitch.tv/moonmoon"
"34","https://static-cdn.jtvnw.net/jtv_user_pictures/c77578ad-30c0-47dd-b3a5-d0a51bc1a3ea-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Ramee","1929913890","178755","42298","10796","594308","332461","30141757","Partner","false","English","https://www.twitch.tv/ramee"
"35","https://static-cdn.jtvnw.net/jtv_user_pictures/647b139f-4cd1-4a6f-9dc2-40113781bf15-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","RatedEpicz","1847269260","145620","70132","12685","449789","329054","28851009","Partner","true","English","https://www.twitch.tv/ratedepicz"
"36","https://static-cdn.jtvnw.net/jtv_user_pictures/148c3b8a-a78b-4139-a429-7d3d90ce8a27-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","CohhCarnage","1811001555","174315","38808","10389","1714648","71290","30675300","Partner","false","English","https://www.twitch.tv/cohhcarnage"
"37","https://static-cdn.jtvnw.net/jtv_user_pictures/f1e8adff-7097-4513-ab5c-e6f0f4ca44d2-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Swagg","1789219020","106575","96388","16788","2387538","777939","24060853","Partner","false","English","https://www.twitch.tv/swagg"
"38","https://static-cdn.jtvnw.net/jtv_user_pictures/d5a4b94c-5f59-4136-9e00-3311b06fdc63-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","BLASTPremier","1782315000","41085","270934","43381","2350285","492916","50047369","Partner","false","English","https://www.twitch.tv/blastpremier"
"39","https://static-cdn.jtvnw.net/jtv_user_pictures/f65f290a-d37e-4c33-bc74-de6049eddf55-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Tfue","1746993825","136950","47501","12756","11537464","1005386","43825521","Partner","false","English","https://www.twitch.tv/tfue"
"40","https://static-cdn.jtvnw.net/jtv_user_pictures/6d33e15c-f918-468f-9a29-f56399786532-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Pestily","1744468275","163110","244422","10695","1480663","347392","26358796","Partner","false","English","https://www.twitch.tv/pestily"
"41","https://static-cdn.jtvnw.net/jtv_user_pictures/b3fc1f16-0818-4121-8711-c31b9469bc21-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","GamesDoneQuick","1706462205","122085","141291","13977","2071075","92056","51129011","Partner","false","English","https://www.twitch.tv/gamesdonequick"
"42","https://static-cdn.jtvnw.net/jtv_user_pictures/3c7e4307-f540-4415-84b3-513ce143f0ae-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Aydan","1676087775","157905","54655","10614","3196123","798085","28192235","Partner","false","English","https://www.twitch.tv/aydan"
"43","https://static-cdn.jtvnw.net/jtv_user_pictures/forsen-profile_image-48b43e1e4f54b5c8-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","forsen","1635285600","118965","44008","13746","1784606","147784","24955449","Partner","false","English","https://www.twitch.tv/forsen"
"44","https://static-cdn.jtvnw.net/jtv_user_pictures/gorgc-profile_image-469e05d25a1e8594-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","Gorgc","1598000565","124680","46416","12816","774286","111195","24566759","Partner","false","English","https://www.twitch.tv/gorgc"
"45","https://static-cdn.jtvnw.net/jtv_user_pictures/0c784204-f3aa-454f-aacc-8e304a6afc72-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Philza","1598000040","47040","162626","33971","4293125","2640225","34906717","Partner","false","English","https://www.twitch.tv/philza"
"46","https://static-cdn.jtvnw.net/jtv_user_pictures/1d41de3c-731d-41ae-b0e7-615ad74db8f3-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Symfuhny","1528180095","143490","38544","10650","4124272","665159","26439972","Partner","false","English","https://www.twitch.tv/symfuhny"
"47","https://static-cdn.jtvnw.net/jtv_user_pictures/d0bd11ee-bd2e-4143-9171-b0b85875a94a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","LCK","1501827285","36555","305797","41084","2061479","293359","33533851","Partner","false","English","https://www.twitch.tv/lck"
"48","https://static-cdn.jtvnw.net/jtv_user_pictures/48cb9093-a729-418e-ae3a-347c2b814ee6-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","tommyinnit","1484800815","9030","650237","164430","7253025","4292049","38830171","Partner","false","English","https://www.twitch.tv/tommyinnit"
"49","https://static-cdn.jtvnw.net/jtv_user_pictures/ae87c6fe-0028-40be-a2b8-f440d4937e8b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","SmiteGame","1475095440","361755","79597","4077","712489","87018","21504409","Partner","false","English","https://www.twitch.tv/smitegame"
"50","https://static-cdn.jtvnw.net/jtv_user_pictures/cd921fcd-53fc-4b1d-be23-0787bc36b756-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","GMHikaru","1440416370","113415","80730","12700","2007866","592444","95914582","Partner","false","English","https://www.twitch.tv/gmhikaru"
