"","","Channel","Watch time (mins)","Stream time (mins)","Peak viewers","Average viewers","Followers","Followers gained","Status","Mature","Language","URL"
"32","https://static-cdn.jtvnw.net/jtv_user_pictures/6dd5bc1f-b226-494d-a3ff-6bba55f1ab24-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","ALKAPONE","404155185","118200","13278","3419","1156100","40787","Partner","false","Spanish","https://www.twitch.tv/alkapone"
"33","https://static-cdn.jtvnw.net/jtv_user_pictures/ricoy-profile_image-3a5c89918e06fa42-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Ricoy","401016000","66645","34008","6017","519326","134776","Partner","true","Spanish","https://www.twitch.tv/ricoy"
"34","https://static-cdn.jtvnw.net/jtv_user_pictures/584cee47-98ca-49ea-b689-aab63c3b10d5-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","lolesportsla","395363760","36210","81405","10918","683967","65636","Community","false","Spanish","https://www.twitch.tv/lolesportsla"
"35","https://static-cdn.jtvnw.net/jtv_user_pictures/f115fd78-7ed3-4e81-b907-23cc2e54917d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","REVENANT","393126735","135135","13949","2909","503106","36994","Partner","false","Spanish","https://www.twitch.tv/revenant"
"36","https://static-cdn.jtvnw.net/jtv_user_pictures/791ac228-58c4-4700-beed-86e48132d554-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Carola","388082325","96360","37601","4027","1866806","316993","Partner","false","Spanish","https://www.twitch.tv/carola"
"37","https://static-cdn.jtvnw.net/jtv_user_pictures/95ce9a93-0d8f-49d5-bd3c-fd2851eaecda-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","ElmiilloR","374136480","99405","13339","3763","857587","52580","Partner","false","Spanish","https://www.twitch.tv/elmiillor"
"38","https://static-cdn.jtvnw.net/jtv_user_pictures/fd9bf69a-913f-4040-927e-cbdb21f40bd2-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","vickypalami","368470875","105750","25525","3484","887788","397246","Partner","false","Spanish","https://www.twitch.tv/vickypalami"
"39","https://static-cdn.jtvnw.net/jtv_user_pictures/4de1a3ee-1b98-4c6c-9ba8-01a1e45c9fb9-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","coscu","347865990","90780","124035","3831","3864364","173328","Partner","true","Spanish","https://www.twitch.tv/coscu"
"40","https://static-cdn.jtvnw.net/jtv_user_pictures/bc611fee-905a-4ef0-b83e-83cac7f2a2c0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Agustabell212","344531805","121755","29470","2829","288086","71690","Partner","false","Spanish","https://www.twitch.tv/agustabell212"
"41","https://static-cdn.jtvnw.net/jtv_user_pictures/cb9f7e79-505f-4414-9159-6935c9104426-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","AQUINO","342635460","78705","15327","4353","1126376","251812","Partner","false","Spanish","https://www.twitch.tv/aquino"
"42","https://static-cdn.jtvnw.net/jtv_user_pictures/78528288-6216-4e21-872b-7f415b602a9a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","alexelcapo","340875420","71925","53526","4739","1097619","40479","Partner","false","Spanish","https://www.twitch.tv/alexelcapo"
"43","https://static-cdn.jtvnw.net/jtv_user_pictures/17b5fad5-d398-4347-9f19-8f0d2814fb5e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","CrystalMolly","337509615","90630","15593","3724","1082403","487370","Partner","false","Spanish","https://www.twitch.tv/crystalmolly"
"44","https://static-cdn.jtvnw.net/jtv_user_pictures/0fc464e5-810f-4995-8319-a3f48599f2f4-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Carreraaa","336581865","31620","158444","10644","4954767","1397637","Partner","false","Spanish","https://www.twitch.tv/carreraaa"
"45","https://static-cdn.jtvnw.net/jtv_user_pictures/9a21493a-b42c-42a1-956d-060108dc5ba5-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","WestCOL","335959620","15975","142233","21030","1565785","232144","Community","false","Spanish","https://www.twitch.tv/westcol"
"46","https://static-cdn.jtvnw.net/jtv_user_pictures/3bceb6f1-072f-4b0b-8e89-e15c0cfb671f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","LUZU_TV","335116530","174480","6193","1920","504951","145304","Community","false","Spanish","https://www.twitch.tv/luzu_tv"
"47","https://static-cdn.jtvnw.net/jtv_user_pictures/cf04862b-14c4-4594-b165-5de7e5281c11-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","AkuASMR","333182295","515040","1624","647","654450","160065","Partner","false","Spanish","https://www.twitch.tv/akuasmr"
"48","https://static-cdn.jtvnw.net/jtv_user_pictures/e0359da7-2d8f-4c40-80ac-e740be910057-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Brunenger","328137555","60315","22365","5440","1012915","185033","Partner","false","Spanish","https://www.twitch.tv/brunenger"
"49","https://static-cdn.jtvnw.net/jtv_user_pictures/84cd075e-d204-4413-8336-4b4053f6dc7d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","IsVolcano","327176925","172020","12395","1901","208824","48909","Partner","false","Spanish","https://www.twitch.tv/isvolcano"
"50","https://static-cdn.jtvnw.net/jtv_user_pictures/e776c592-c356-47f3-b239-a2599c599f5e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Putupau","318367365","141945","18241","2242","479387","67397","Partner","false","Spanish","https://www.twitch.tv/putupau"
